iter	RMSE
492	0.2415139547
493	0.2414770243
494	0.2414343708
495	0.2413653378
496	0.2412413339
497	0.2412050404
498	0.241161811
499	0.241116801
500	0.2410675941
501	0.2409907235
502	0.2409543176
503	0.2408941282
504	0.2408395558
505	0.240805889
506	0.240755696
507	0.2406953564
508	0.2406656965
509	0.2405929302
510	0.2405561863
511	0.2405025344
512	0.2404355296
513	0.240337124
514	0.2402765095
515	0.2402019404
516	0.2401543951
517	0.2401067501
518	0.2400659031
519	0.2400328437
520	0.2399660307
521	0.2399417691
522	0.2398992382
523	0.2398383506
524	0.2398347336
525	0.2397862784
526	0.2396916458
527	0.2396537901
528	0.239601703
529	0.2395439217
530	0.2395055143
531	0.239460009
532	0.2393760914
533	0.2393098099
534	0.2392659455
535	0.2391948597
536	0.2391208087
537	0.2390620513
538	0.2390184757
539	0.2389605124
540	0.2389159649
541	0.2388796204
542	0.2388273392
543	0.2387706536
544	0.2387361199
545	0.2387340702
546	0.2386787641
547	0.238640372
548	0.2385655438
549	0.2385303822
550	0.2384855734
551	0.2384381591
552	0.2383802755
553	0.2383393637
554	0.2382860881
555	0.2382455306
556	0.2381945189
557	0.2381553033
558	0.2381082397
559	0.2380468528
560	0.2380113051
561	0.2379657949
562	0.2379114537
563	0.2378670307
564	0.2377944403
565	0.2377514341
566	0.2376643
567	0.2376474306
568	0.2375821969
569	0.2374809093
570	0.2374546776
571	0.2374147643
572	0.2373521341
573	0.2373122312
574	0.2372576394
575	0.2371829699
576	0.2371272341
577	0.23708793
578	0.2370372953
579	0.2369943086
580	0.2369446638
581	0.2369079258
582	0.2368866736
583	0.236861239
584	0.2368284599
585	0.2367888203
586	0.2367464453
587	0.2367001081
588	0.2366417667
589	0.2365737301
590	0.236524761
591	0.2364843453
592	0.2364139525
593	0.2363372301
594	0.2362749063
595	0.2362405072
596	0.2361940402
597	0.2361598871
598	0.2361017938
599	0.2360332007
600	0.2359950241
601	0.2359622693
602	0.2358980314
603	0.235793335
604	0.2357136193
605	0.2356515617
606	0.2355675872
607	0.2355221302
608	0.2354790932
609	0.235443716
610	0.2353060343
611	0.2352626028
612	0.2351773738
613	0.2351120991
614	0.2350807116
615	0.2350155317
616	0.23494203
617	0.2348833562
618	0.2347886308
619	0.2347577281
620	0.2346867773
621	0.2346385158
622	0.2346087023
623	0.2345126719
624	0.2344739118
625	0.2344232327
626	0.2343585681
627	0.2343340009
628	0.234278268
629	0.2342527947
630	0.2341927144
631	0.2341432184
632	0.2340846161
633	0.2340389782
634	0.2340123543
635	0.2339368097
636	0.2338533076
637	0.2338218188
638	0.2337931531
639	0.2337128661
640	0.2336778861
641	0.2336346341
642	0.2336003379
643	0.2335562353
644	0.2335374093
645	0.2334964491
646	0.2334675308
647	0.2334182149
648	0.2333398132
649	0.2332820266
650	0.2332149699
651	0.2331716473
652	0.2331096569
653	0.2330620235
654	0.2330304798
655	0.2329374838
656	0.2328995149
657	0.2328726981
658	0.2327911934
659	0.2327755584
660	0.2327255378
661	0.2326852051
662	0.232644283
663	0.2325817192
664	0.2325472087
665	0.2325265383
666	0.2324248931
667	0.232370278
668	0.2323386313
669	0.2323015052
670	0.2322513678
671	0.2321973019
672	0.2321282544
673	0.2320824581
674	0.2319701308
675	0.2319192148
676	0.2318728922
677	0.2318432349
678	0.2318222216
679	0.2317776715
680	0.2317382558
681	0.2316930784
682	0.2316787881
683	0.2316491615
684	0.2316059773
685	0.231544561
686	0.2314640445
687	0.2313872904
688	0.231365747
689	0.2312987026
690	0.2312425142
691	0.231217033
692	0.2311676509
693	0.2311075801
694	0.2310588161
695	0.2310200964
696	0.2309228671
697	0.230887396
698	0.2308801863
699	0.2308251066
700	0.2307940935
701	0.2307078936
702	0.2306806182
703	0.2306115343
704	0.2305648194
705	0.2305370444
706	0.2304526586
707	0.2304161368
708	0.2303497095
709	0.2303113126
710	0.2302198689
711	0.2301801043
712	0.2301244833
713	0.2300795104
714	0.2300354792
715	0.2299721331
716	0.2299293444
717	0.2298653883
718	0.2298337325
719	0.2298152468
720	0.2297736492
721	0.2297271436
722	0.229678343
723	0.229630328
724	0.2295292112
725	0.2295057082
726	0.2294728139
727	0.2294322126
728	0.2294007538
729	0.2293371798
730	0.2292779735
731	0.2292125486
732	0.2291845154
733	0.2291480893
734	0.2291154159
735	0.2290655644
736	0.2290194286
737	0.228975642
738	0.2289343086
739	0.2288946639
740	0.2288249551
741	0.2288018368
742	0.2287860253
743	0.2287283579
744	0.2286778755
745	0.2285915899
746	0.2285678288
747	0.2285140895
748	0.2284839682
749	0.2284188328
750	0.2283702558
751	0.2282888254
752	0.22823295
753	0.2281860053
754	0.2281260762
755	0.2280549438
756	0.2280153482
757	0.2279795163
758	0.2279446732
759	0.2278861061
760	0.2278521604
761	0.227824218
762	0.2277996846
763	0.2277491054
764	0.2276996537
765	0.2276629006
766	0.2276432991
767	0.2276088783
768	0.227570752
769	0.2274921997
770	0.2274407568
771	0.2273900403
772	0.2273568494
773	0.227325345
774	0.2272900334
775	0.227257195
776	0.2272261148
777	0.2271887002
778	0.2271671284
779	0.2271217194
780	0.2270789444
781	0.227031152
782	0.2269924529
783	0.2269643196
784	0.2269452264
785	0.2269108942
786	0.2268828799
787	0.2268525453
788	0.2268056425
789	0.2267446906
790	0.2267144713
791	0.2266463037
792	0.226580899
793	0.2265327088
794	0.226508816
795	0.2264375418
796	0.2263899592
797	0.2263385078
798	0.2262839493
799	0.2262480151
800	0.2262003573
801	0.2261723499
802	0.2261430731
803	0.2260539448
804	0.2260009777
805	0.2259892647
806	0.2259358715
807	0.2258633625
808	0.2258106159
809	0.2257734346
810	0.2257311945
811	0.2256916362
812	0.2256404701
813	0.2255918561
814	0.2255260798
815	0.2254710834
816	0.2254364645
817	0.2253681867
818	0.2253260464
819	0.225285859
820	0.2252394475
821	0.2252122313
822	0.2251652952
823	0.2251287636
824	0.2250868083
825	0.2250442009
826	0.2250230802
827	0.2249935865
828	0.2249693976
829	0.2249491097
830	0.2249045087
831	0.2248733216
832	0.2248118615
833	0.224769975
834	0.2247371252
835	0.2246696856
836	0.2246289669
837	0.2245843069
838	0.2245643775
839	0.2245311892
840	0.2245076994
841	0.2244877054
842	0.2244087532
843	0.22438393
844	0.2243623755
845	0.2243155987
846	0.2242703942
847	0.2242259121
848	0.2241736334
849	0.2241229058
850	0.2240613498
851	0.224014202
852	0.2239789257
853	0.2239464473
854	0.2238907211
855	0.223860638
856	0.2238214588
857	0.2237878808
858	0.2236907389
859	0.2236568342
860	0.223623059
861	0.2235944881
862	0.2235312007
863	0.2234929623
864	0.2234469631
865	0.2234017178
866	0.223346365
867	0.2233078141
868	0.2232367257
869	0.2231771889
870	0.2231377057
871	0.2230958739
872	0.2230303847
873	0.2229934899
874	0.2229516327
875	0.2229058991
876	0.222865498
877	0.2228256591
878	0.2227869745
879	0.2227246204
880	0.2226619772
881	0.2226211416
882	0.2225897718
883	0.2225545709
884	0.2225385093
885	0.2224832078
886	0.2224475595
887	0.2224008105
888	0.2223897101
889	0.2223746231
890	0.2223477542
891	0.2223026232
892	0.2222835443
893	0.2222154861
894	0.2221883905
895	0.2221663169
896	0.2221241014
897	0.2220788437
898	0.2220199014
899	0.2219571692
900	0.2219218624
901	0.2218919628
902	0.2218327385
903	0.2217723806
904	0.2217531398
905	0.2217020124
906	0.2216548785
907	0.221620667
908	0.2215864633
909	0.221529253
910	0.2214871655
911	0.221448919
912	0.2214002859
913	0.2213632544
914	0.2213421227
915	0.2213124247
916	0.2212826048
917	0.2212527146
918	0.2212273932
919	0.2212013431
920	0.2211725215
921	0.221137708
922	0.2211201467
923	0.2210985113
924	0.2210606048
925	0.2210076128
926	0.2209803461
927	0.2209606111
928	0.2209338166
929	0.2208952923
930	0.2208260283
931	0.2207411445
932	0.2207088839
933	0.2206786007
934	0.2206160882
935	0.2205827056
936	0.2205655882
937	0.2205323365
938	0.2204843083
939	0.2204645653
940	0.2204362789
941	0.2204209749
942	0.2204012234
943	0.2203473921
944	0.2203009673
945	0.2202187286
946	0.2201851561
947	0.2201463173
948	0.2201188009
949	0.2200456515
950	0.2199802726
951	0.2199119404
952	0.2198581195
953	0.2198033438
954	0.2197807824
955	0.2197462954
956	0.2197285571
957	0.2196758333
958	0.2196489405
959	0.2196084094
960	0.2195005876
961	0.2194620539
962	0.219438913
963	0.2194204632
964	0.2193703873
965	0.2193312737
966	0.2193067341
967	0.2192725398
968	0.2192513496
969	0.2192243147
970	0.2191774819
971	0.2191224052
972	0.2190978786
973	0.2190544468
974	0.2190356284
975	0.2189750938
976	0.2189391037
977	0.218898565
978	0.2188641009
979	0.2188485095
980	0.2188304897
981	0.2188120294
982	0.2187814755
983	0.2187411293
984	0.2187033286
985	0.2186629461
986	0.2186362179
987	0.2185959929
988	0.21858076
989	0.2185528026
990	0.2184968526
991	0.2184382605
992	0.2184046021
993	0.2183747743
994	0.2183030825
995	0.2182850747
996	0.2182643703
997	0.2182462464
998	0.2182168113
999	0.2181721909
